post_id,predicted_tense,verbatim_example,true_tense
7tdpm3,1,42 days. 42 god-blessed days.,0
7xiifr,1,"I'm actually looking forward to it, rather than mocking the whole process.",0
8dfzx9,1,I know that there is no chance in hell that I can have any opiates without coming unhinged.,0
8ektq0,1,I've always been a very prideful person... I kicked a 4 year IV meth habit.,0
8o0sp1,1,"That phenomenon of craving is so fucking real, and there has never been any doubt that I'm a true-blue addict regarding these pills.",0
930v7p,1,I'm stuck again. I've been on my third script. Back up to my usual dose and acting like an addict again.,0
6io4hs,1,"It just takes, among the honest desire to remain clean, that dreaded time. That dreaded fucking time, the waiting, the pain; you know how it goes.",0
77vqr1,1,"I remember when I was using that if I was honest with myself, the answer was always that I wanted to change things and wanted to stop- but the next thought would be that I needed to make a plan first, and certainly couldn’t start right then, because I wanted to do it ‘right’. And if not that, then it would be some other complete bullshit nonsense excuse that my brain would trick me into believing, thus delaying doing what I knew deep down that I really wanted to do.",0
7dnif5,1,"Myself as well as the large majority of opiate users I have met along my journey through recovery all have almost the same story. Got injured in some way, got prescribed Vicodin, Percocet, Oxys, even fucking Fentanyl in some cases- and then, after unknowingly becoming physically dependent on the medication (which the doctors often failed to warn about), the doc suddenly ends the script.",0
7sy08z,0,,0
8ro6ec,1,"I was in recovery, and actually a year or so into it at that point. I’ll never forget it- constant memories of using and wanting to use.",0
3l5nw6,0,None,0
3m8tmw,0,None,0
3rva6k,0,None,0
3rveij,0,None,0
422c1l,1,Been clean two years,0
43l956,1,"I've been clean for two years, but have been jonesin hard lately...",0
481d1a,0,,0
49vwv2,0,,0
4bquxv,0,,0
7pej2i,1,I've been at sober living for 3 weeks still clean and happier than I've ever been.,0
7xpgw5,1,I am about 90-100 days clean. It’s the most clean time I’ve had and I seriously couldn’t be happier.,0
8s2nwu,1,He used once and now he’s gone.,0
a041t0,1,I've never felt so low on myself in a long time to the point of where I look in the mirror and I don't like who I see.,0
aahjui,1,I’m over 1 year into sobriety,0
5vveqc,0,,0
71ng3x,0,,0
72vmr4,0,,0
73yc0j,0,,0
74t8q6,0,,0
7brnf4,0,,0
7t9p86,0,,0
7tklhm,0,,0
7uke35,0,,0
819ivi,0,,0
81qb6u,0,,0
851jqd,1,I just woke up with needle in hand hanging off of my bed 2 hours after Iving about 1/6 of size I shoot every morning and night.,0
88dktr,1,"I had been many times to ER faking back pain to get a shot of Diladuid and Valium, but after 4 visits in 6 months I didn’t wanna raise red flags but had to get high",0
8a44dc,0,,0
8a8cwd,0,,0
8cdcoj,1,There is nothing like mainlining a fat shot of heroin at 1:46AM after waking up to a bad dream and not being able to fall back asleep.,0
8e12qh,0,,0
8ju7q8,0,,0
8lkudz,0,,0
8o62i0,0,,0
8pfne2,0,,0
8pm7yp,0,,0
8wmy45,0,,0
58dd82,1,"Last month I did it, and it was a fucking nightmare. I did NOT feel peaceful. I did NOT feel like I was in a garden of roses it was fucking terrifying.",0
5qxv7q,1,"I was expecting the worst. A few minutes pass and the feeling starts hitting me. Its a chill feeling. It gets stronger, and I get more tired.",0
5r9qbq,0,,0
5t56zt,1,"I haven't done that in a long time, I haven't even seen her cry in a long time but I saw it last night.",0
5zg351,0,,0
67whz4,0,,0
6rly0p,0,,0
6u3x5c,0,,0
6u5lb7,0,,0
6u9715,1,I ended up throwing up over 5 times in one night. ... I'm done with this bullshit lifestyle.,0
6ualhi,0,,0
682d3b,0,,0
6eijd4,0,,0
6fg1j6,0,,0
6trb3k,1,"I just miss how good the needle feels and the warm rush. I miss the fast life, late nights, loud music, excitement, the uncertainty and danger.",0
7bmrck,1,I’m also currently in sober living due to my conditions of release/deferred disposition and will have just over 2 years clean when I can leave here.,0
7ru9l7,1,The 17th was the last time I had a shot of heroin.,0
8lklgw,0,,0
962cbt,0,,0
6ecox4,0,None,0
6ejlt5,0,None,0
6errz8,0,None,0
6exs63,1,I no i need to pick myself up as soon as i can.,0
6eyew8,1,Be off Heroin for awhile think im doing great and fine the ill likely be back on my fucking face and using.,0
6fcck9,1,I will be starting on day 1 tomorrow.,0
6g781q,0,None,0
6golmf,0,,0
6gou8x,0,None,0
6iaj3m,0,,0
6ihpnl,0,None,0
6jbkfz,0,None,0
6jfyax,0,None,0
6m41ju,0,None,0
6n19x9,1,Im day 39 heroin and alcohol free.,0
6pbh75,1,Today i am on day 50 heroin and alcohol free.,0
6tx04u,0,,0
6wx3ln,0,,0
6zbm1j,0,,0
71ehhl,0,,0
77yau9,1,So i would have been on day 32 off heroin but i ended up going back,0
7exdor,0,None,0
7gjwh1,1,been in hospital (was brought in there the other day) for dehydration and withdrawals.,0
7hl33q,0,None,0
822896,0,,0
8vel4c,0,,0
9wveea,1,I have been in rehab for the passed 3 months. I am two days out and i am living in a house with other clean and sober ppl.,0
1ym4ee,0,None,0
1yops0,0,None,0
212fta,0,None,0
23nup6,0,None,0
2fl0x9,1,I used every day for about a month. I was stealing and pawning my mom's jewelry to get money for dope.,0
2g6agl,0,,0
2h5exs,1,"With only 60 days clean myself, I think I'm a little jealous that other opiate addicts are still using mind altering chemicals.",0
2hlh1z,1,I have 62 days.,0
2irzez,0,,0
2jea88,1,I got this cause to me it's about staying self aware and in the moment which is a huge part of recovery and growing as a person.,0
2jv8il,1,I've been talking to this REALLY REALLY hot 18 year old girl at meetings lately and I'm pretty sure she's feeling me. Everything in me is feeling her back except for... MY FUCKING RECOVERY.,0
2jytmb,0,,0
2ked9w,0,,0
2lnrmz,1,100+ days later and I've been to at least one meeting pretty much every day.,0
1pbnkc,1,I've never had this amount of clean time ever.,0
1pha2r,1,I still feel like I'm missing something. I guess I am still addicted to chaos.,0
1pnpvq,1,This is my first sober Halloween in 5 years!,0
1tzncq,1,"A little over six months ago, I remember getting strung out in a public bathroom on the boardwalk in Huntington Beach, California. This was the last time I hope I would ever use heroin.",0
7gq0yc,1,Today I’ve got 90 days. 90 days ago I was sitting in the IOP program at the Betty Ford Center stung out of my mind with twenty dollars in my pocket anxiously waiting for it to be over that day so that my friend and I could go score yet again.,0
5lob90,0,,0
5tqmox,0,,0
600t7j,0,,0
60s37k,0,,0
61o3re,0,,0
64ndta,0,,0
64q2i1,0,,0
67d3f9,0,,0
67guh7,0,,0
6bdi2u,0,,0
6gicm6,0,,0
4whcxi,0,,0
4wmevz,0,,0
4yj9xi,0,,0
4yyk78,0,,0
4z0ik4,0,,0
507vuc,0,,0
50t068,0,,0
511dtc,0,,0
51afdr,0,,0
51av7r,0,,0
51i5g8,0,,0
55fkee,0,None,0
709dzb,0,,0
70i6vv,0,,0
70p8a0,0,,0
717jp7,0,,0
73dkzj,0,,0
75me0h,0,,0
75v3o8,0,,0
76s9o0,0,,0
7x8stk,0,,0
84a91v,0,,0
3gk4rv,0,None,0
56784z,1,I still get thoughts about shooting coke. Like sometimes when I have a strong coffee and the caffeine effects me I'll start recalling the high of shooting coke.,0
586zw6,0,,0
4u51gl,0,,0
4ubmn6,1,"I started with codeine, then snorted heroin, then snorted oxymorphone, but none gave me the blissful euphoria you all spoke of.",0
4vo6wf,0,,0
561s45,0,,0
56u4hy,0,,0
5kmnc9,1,I've decided to quit opiates starting tomorrow after eight months of use,0
5lclr7,0,None,0
5liang,1,"I was doing so well, was already through the worst of the WDs.",0
5s9xqw,1,"Prior to this I was doing a gram of heroin every two days, so the oxy was actually a step down from what I was doing.",0
65cv05,0,,0
66uruk,0,,0
67qd20,0,,0
684n6j,0,,0
68nqa7,0,,0
69xqnx,1,I'm so excited to rail one of those little orange fuckers. I'm thinking maybe 20mg and another 10mg if that doesn't get me good.,0
6b9sv9,0,,0
6b9xty,0,None,0
6ch1pr,1,I have 2.5 more blues and they'll probably be gone by midnight.,0
6f1fyi,1,"On Christmas Eve my family found the oxys, about 30 of them left, and I was busted.",0
6iadgq,1,I quit dope about a month ago,0
6iafug,0,,0
71bh1s,1,"I was heavily addicted to heroin last year but have been clean since June 14. yesterday I was feeling extremely depressed, sweating, cold, jittery/RLS, classic mild WDs.",0
7a369f,0,,0
7a37vk,0,,0
7bh2h1,0,None,0
7d4os4,0,,0
7rtg8w,1,I picked up a point of ECP and did about 50mg an hour ago.,0
7ry0e9,1,"I used yesterday for the first time in 119 days, and again this morning.",0
7t7r8p,0,,0
8esvcs,1,"I've tried so many times to move on, but there's something about that careless bliss that keeps drawing me back.",0
6pti31,1,"It's been nearly two years since I stopped injecting oxy, oxymorphone, hydromorphone, morphine, and anything else really.",0
6rq4jr,0,,0
6s4f3m,0,,0
6s4g3u,0,,0
6s9hcr,0,,0
6sfhn8,0,,0
6t76hx,0,,0
6t7aid,0,,0
6t7dy4,0,,0
6te5tz,0,,0
6te81p,0,,0
6tkb44,0,,0
7aan22,1,As of October 12th I was officially two years sober,0
7d3drl,1,Slowly saving back up to rebuild it now that I'm sober.,0
7h5zeb,0,,0
81trra,0,,0
82kro2,0,,0
864n60,0,,0
866m4p,0,,0
86gisl,0,,0
86wml6,0,,0
8adleu,0,,0
8hk9f1,0,,0
8tn4nf,0,,0
8u4r94,1,So i dealt with this guy as my middle man for like 2 years and everything was straight. Then he started getting sketchy and doing a lot of dope. he ended up ODing at work and i had to grab his lunchbox and find his shit and flush it while he was getting narcaned in the middle of the shop.,0
96dht9,0,,0
973ctk,0,,0
98i3nc,0,,0
9a8qun,0,,0
813uhb,0,,0
81bdva,0,None,0
81nzm1,1,"Every day, no tolerance breaks, just a few accidental withdrawals when FEDEX fucked up lol.",0
82lbna,0,None,0
83eb0b,0,None,0
84cko6,0,,0
85p8rf,0,,0
8bd9d1,0,,0
8w46n9,1,I was being a baby and thought my body should be back to normal after just 2 mos. clean from 2 years using.,0
958rvq,1,I've got about 6 months clean from an on/off whenever I could get it(percs>oxys>heroin>oxys>poppy seeds>heroin>oxy you get it) habit over last 12 years.,0
au0blm,1,"In the last year I have transformed my body through yoga and weight lifting. ... As I sit here now, all I can think is why. Why did I do any of this.",0
2ygt26,0,None,0
2yr9h0,0,,0
2ytend,0,None,0
2yv6rl,0,None,0
2z48lr,0,None,0
2zay7h,1,And I promise myself that after the hell of withdrawal I will never go down that road again.,0
2zh8zg,0,None,0
2znfx6,0,None,0
2zyvaz,0,None,0
30g3oc,0,,0
30nqve,0,None,0
319i06,0,None,0
31nhy0,0,None,0
31u79l,0,None,0
322nga,0,,0
32y8tc,1,"Six weeks clean, feels like kind of a big deal! .",0
34h01x,1,"I remember how shit it was most of the time, how sick I got, how needy I became.",0
36d0kl,1,Getting off the shit was hell.,0
38qu2a,1,"I don't wake up in agony, thinking about a fix constantly.",0
300yu5,0,,0
3qjtg2,1,"Last year I checked myself into rehab for the 2nd time, almost a year exact from the first time I went to rehab.",0
3qqd04,0,,0
3rf7l6,0,,0
59w2as,1,I have two years sober today... I used to tell myself that I have done the damage to my brain and I can never truly be happy.,0
5hqafy,1,We never used together but we were both hopeless dope fiends at the same time but never talked.,0
79cnsc,1,I was addicted to heroin again after my first stint in rehab got me almost 6 months of sobriety.,0
9sdokj,1,Yesterday was my 4 years sober.,0
7aua4u,1,I am 8 months sober from a heavy heroin habit.,0
9p4b20,1,I relapsed the past few weeks,0
9rnwdl,0,,0
9uia52,1,I just don't have the money for it right now. Knowing as soon as I get some money I am going to be tempted to pick up again.,0
9ulwjb,0,,0
33006o,0,,0
37aze9,0,,0
38m7en,0,,0
39zap1,0,,0
3e3bbi,0,None,0
3up5g3,1,I haven't touched an opiate in almost 5 months.,0
4l2ag5,0,,0
4tpjx0,0,,0
51cous,0,,0
5d90vf,0,None,0
6ozbun,0,,0
6rafnn,0,,0
7g1vqd,0,,0
7g5du4,1,"She feels like she can't live without it at least once or twice a week, which I told her was fine as long as she doesn't go overboard.",0
7gyelj,0,,0
7jw8g6,0,,0
7rgp0u,0,None,0
7t30ft,0,None,0
7tzxdn,0,None,0
8y0e1z,0,,0
949sge,0,,0
96lipy,0,None,0
9xg6r4,1,Pretty insecure about it cause I only really make joke music. Being serious scares the christ outta me...,0
9xi2xi,0,it's about my mindset when I was using,0
aavq25,0,,0
afpnp5,0,,0
afx8yx,0,,0
al79i4,0,None,0
alh546,0,None,0
6s0j7i,0,,0
6s4xxo,0,None,0
6s7xs8,0,None,0
6sar1g,0,None,0
6sd792,0,None,0
6sljr4,0,None,0
6svd9w,0,None,0
6t3kmz,0,None,0
6tftx6,0,None,0
6txtfr,0,None,0
6ulw5h,0,None,0
72a4kn,1,I'm completely stunned and cannot tell him enough how thankful I was and that he really didn't have to do that.,0
56618n,1,"I still have the luxury of living at home, with my parents and I have to say I am so not were I need to be in my life...For the longest time I knew I could not sustain this lifestyle, but I genuinely was only concerned about were my next high waa coming from. Now my future is the driving factor in getting clean.",0
6u5ay9,1,"Two years went by and I was making close to 1500$ a week living at home with my parents, paying close to no bills.....with a bank account running on E. Oxycontin was no longer my friend, but my lifeblood. I needed it more than food in the morning.",0
8fyak2,1,"Took the subs for 7 days, still felt a bit strange during that time. Probably the kratom withdrawal under the subs.",0
95rt7a,1,I could never even imagine this far and would always envy people who had 100+ days clean.,0
9lvjm6,1,The PAWS (which I assume is what it is) is really getting to me.,0
1lnlpj,0,,0
1tf3eu,1,I never get withdrawals; I use to but got past the worst of my addiction,0
21twgm,1,I have been for about 6 years everyday.,0
2270sz,0,None,0
2e3dti,0,,0
2o2x9k,0,,0
2p3z7g,0,None,0
2qazkg,1,"I don't know why but whenever I get yelled at or she is in tears, I can't help but smile.",0
2qyi32,1,I would not have been outside and saw that duck if the cosmos did not align in such a way for me to stay sober now for 6 weeks and 3 days.,0
32g10n,1,"I remember endless aching / Timeless nights spent sleepless, taking / anything to stop the shaking,",0
3igjpx,1,10 months sober from a decade long stint in heroin.,0
3qpa18,1,stick the needle in my arm,0
3t0tvc,1,Now sober,0
6goqfz,1,"I still have drug dreams 3 years later and honestly, I have no thoughts about going back to that life.",0
7ja12y,1,I am totally out of veins all the way from my hands to my sholders.,0
7k5hvx,1,"I am so scared of withdrawls that I am unable to do anything but work, go home and try to hit somewhere",0
7km083,0,,0
7lowxe,0,,0
7p6600,0,None,0
7svg3u,0,,0
7tj2l7,0,,0
7triel,0,None,0
7u95fx,0,,0
8glscb,1,after a few years of shootn dope every day,0
8gtkgq,0,None,0
96xltz,0,,0
97ozql,1,I still have running lava from my ass and only sleep five hours a night,0
9dyqcs,0,None,0
9pvhtb,0,,0
9v6zja,0,,0
c94690,0,None,0
c9vpjg,0,,0
cggvwi,0,None,0
2po33a,0,,0
2tln7x,0,,0
37oykz,0,,0
3d87cf,0,,0
3lh2yv,0,,0
3li7sr,0,,0
3lnjiv,0,,0
3o1ofl,0,,0
3omxe0,0,,0
31jxvi,0,,0
39mu1q,0,,0
3d63dz,0,,0
3djk9q,0,,0
3erc0l,0,,0
3irkvv,0,,0
3k3ymy,0,,0
3xgj38,0,,0
459p1q,0,,0
6nvhdx,1,The only problem is that it's Monday and I know that I will withdraw,0
6w6ajl,1,"I actually caved Friday morning and went to my guy and ended getting beat, the bags were 95% percent cut, I was just as sick after snorting it as I was before the fact.",0
6w6ct6,1,"I actually caved Friday morning and went to my guy and ended getting beat, the bags were 95% percent cut, I was just as sick after snorting it as I was before the fact.",0
75qae3,0,,0
75r713,0,None,0
75z5f4,1,Just hit day 8 of quitting so I have been officially clean for a week now.,0
76n8qh,1,I'm finally over the physical withdraws,0
76susr,0,None,0
7bwab7,0,,0
7d78f1,0,,0
7imefg,0,None,0
7kf1zl,0,,0
7l47az,0,,0
7lo8k1,0,None,0
7lo9eb,0,None,0
7mvmnk,1,I’ve been done the physical withdraws for like a week now,0
7npcnm,1,I won’t go through withdrawal again because I only used twice in 21 days,0
7szari,1,I managed to get clean for a few weeks. Caved and started chipping every 72 hours and now I’ve been using everyday again for the past couple weeks.,0
8461tt,0,None,0
86dnqg,0,None,0
88suop,0,None,0
8ch13k,0,None,0
8e96en,0,None,0
8rw114,0,,0
8rw3kr,0,None,0
9a289p,0,None,0
9oq7uc,0,,0
4su46z,0,,0
4weq7w,1,what started as a good high became maintenance we lost everything due to missing work due to withdrawals and kept coming back to it,0
4wz1zk,0,,0
4x0qdw,1,"What started as a fun high and always curious if my significant other was overdosing became maintenance, we always thought about quitting we went through times where we went 3 to 4 days then relapsed, this time from April to august we ended up taking it every single day without 24 hours elapsed,",0
4xhg43,1,"we are trying to figure out what we need to look into over the weekend, despite losing it all I am glad I can say we don't have to worry about where money will come and trying to get through each day without having to WD",0
3vgc3p,0,,0
5b0wy1,0,,0
5hievf,0,,0
5k1o0g,0,,0
5k1oee,0,,0
5ogbx0,0,,0
5tkele,1,"You'll go on with your life and continue with your so-called amazing self-control. You'll continue setting your monthly targets and goals, will achieve them, and will use some oxy as a reward every month or two.",0
6pevu3,0,,0
6so434,0,,0
6yx7cl,0,,0
7g4wqe,0,,0
7utwml,0,,0
7wgn6u,0,,0
7zoddk,0,,0
8ty54o,0,,0
9eheaz,0,,0
64ib16,1,Im 90 days sober,0
65amiz,1,Until one day I just had to leave because I was dope sick,0
6bungt,0,,0
6bv001,1,Finally kicked using h! But now I use pain killers...,0
6d0m6u,0,,0
6eni2i,0,,0
6f6hm3,0,,0
6gquvp,0,,0
6jsh71,1,I swallow my heroin hand the rigs to the girl she shoves them in the deep dark unknown.,0
6s32sv,0,,0
6vx1z8,0,,0
75usyl,1,When I first started using no one in my area was dying. It was the best thing ever.,0
9r7jvb,1,I was clean for a while but a series of unfortunate events lead me back to a needle in my arm.,0
9rgnuu,0,,0
akkd6f,0,,0
21qjm8,1,I know I am the lowest of the low with the shit I've done and it's going to take me a long to process everything and not hate myself.,0
2chamm,1,"Luckily I've only been using everyday for about 3 weeks, but fuck. I'm 24 hours into withdraw and it's tough.",0
2dgb15,0,None,0
2dqm1m,0,None,0
2dtp5p,0,None,0
2ekc5q,0,None,0
2eu61b,0,,0
2f6l3u,0,None,0
2fqh63,0,None,0
2fyi7y,0,None,0
2g8wqx,0,None,0
2h236d,1,"But, I am clean, and life is good!",0
2hcdfs,1,"I'm on day 43 here... I didn't let it bring me down like I usually would! Trying to move forward, and have another day sober under my belt.",0
2i7zgb,1,"I've hemmed and hauled about weather or not to go, but after getting advice from my IOP group, NA home group, and therapists; I have decided to go.",0
2ivdyt,1,"It's day 59 for me. Yesterday I had a big surprise; I graduated from IOP! ... So now I have my certificate, and I, feeling pretty good!",0
2lr7de,0,,0
2n5vj8,1,Been in a bit of a funk since right around my 90 days clean.,0
2nkbfq,1,"It's day 110 for me since I last used opiates... I wasn't shivering with hot/cold sweats, I didn't have to worry about running out to pick up, and I wasn't achy all over cleaning my car off and shoveling this morning.",0
3gcc7r,1,"Opiates brought me to the brink of destruction, and I truly thought my addiction was going to kill me.",0
2hoo9h,0,,0
2icg4d,0,,0
2j8zso,0,,0
2jlf7o,0,,0
2johmn,0,,0
2ljykd,0,,0
8jsh11,1,I get sick every couple hours when I sober up so I have been drinking constantly.,0
8kow2v,0,,0
912r36,0,,0
930pja,0,,0
18hogu,0,,0
1g3x3z,0,,0
1m04ox,0,,0
24oizv,1,Now after quitting H for almost 2 years it's like I've aged 10 years.,0
2eo8fu,1,"While I am currently keeping withdrawals at bay with 10 - 20mg a day of OC (I was pretty steady at 50 - 100mg a day, every day),",0
2qegjj,0,,0
2qraq3,0,None,0
2uted8,0,None,0
2zlapn,0,None,0
2ztmsi,0,None,0
354b3f,1,"I overdosed on a psychedelic and was hospalitized; I found the hottest girl ever, and we're in a great relationship, but the pills are still here -- my habit exists with me",0
356qxg,0,,0
374yoy,0,,0
3b662j,0,None,0
5cfk3y,1,I'm on day 14 now. Every day is a little but better but also a little bit harder. I've had to call on my clean friends and therapist every single day for the past week. Hanging on for dear life here.,0
5do5w4,0,None,0
5e021n,0,,0
5lmr46,0,,0
5m7uxx,1,"Even now, on day 6 and just barely through the worst of the physical symptoms, my desire to use is still there.",0
5m8cbd,0,None,0
5vz0c8,0,None,0
5wa2x6,0,,0
5wbuio,0,,0
5wvc6g,0,None,0
626yao,0,,0
65cetl,1,"I'm nowhere near out of the woods, but for now, I'm not constantly obsessing about getting high.",0
69elm6,1,I'm tripping balls. I've been thankful to have some extra time before the event to continue to work on my shit but I'm also terrified that the life upheaval will be more than I WANT to handle.,0
6w32fm,1,Not gonna do it but not breathing anymore seems like a very enticing prospect right now.,0
5eyu2c,1,"After trying NA and all that and never making 60 days of being clean, I was in the suboxin program multiple times.",0
5fakxa,0,,0
5gec3u,0,,0
5k5ef8,0,,0
6h5m7b,1,"I have been homeless have boosted and done various other things for a daily fix. Detox 7 times, impatient numerous times...etc etc.",0
4g4vh6,1,Those kicks were so easy. I wish I could go back.,1
4i9974,0,,0
4ml4hi,0,,0
4op8in,0,,0
4z2mam,0,,0
557aht,0,,0
5899fw,0,None,0
7v4a5x,0,,0
8e2q2w,0,,0
8foj96,0,,0
3l9j7c,0,None,0
3le8du,1,"The intense bond passes between them and its almost visible as Robert gives up and quiets his yelling, sagging into Art's body as he pulls him.",0
3lelam,1,"The intense bond passes between them and its almost visible as Robert gives up and quiets his yelling, sagging into Art's body as he pulls him.",0
3mo5w2,0,,0
3n2ovm,0,,0
3ntap0,1,Unfortunately I'm dry tonight,0
3plm0v,0,,0
5m1kxs,1,"I swear the withdrawals are just as bad if not worse than last time I detoxed even though I was doing significantly less, diff ROA and shorter time period.",0
5mois4,0,None,0
5mt9d3,1,"this morning was the worst so far...Haven't slept still at all, just absolutely miserable and losing my mind.",0
5mybow,0,None,0
5nrffi,1,I've detoxed countless times and every time they get worse and more prolonged.,0
70e73c,0,,0
71fs3w,0,,0
73aox3,0,,0
82lvqg,0,,0
8y5xe0,1,Just celebrated 18 months clean,0
913j09,0,,0
1d1z30,0,,0
1fi63n,1,"We aren't super hard core users like we used to be, but we like to get down when the feelin is right.",0
1mdn4w,1,"I wasn't ever a huge gamer, but twice a week I would be able to sit in front of an Xbox or computer for a couple hours and indulge in fantasy world. But now, the thought of playing sounds absolutely boring.",0
3ec0k1,1,He kicked with over 120 oxy 30s and over $200 of heroin IN HIS POSSESSION.,0
47821b,1,"I was drinking often just to mentally cope with the opiate withdrawals (bad idea, i know) and it pretty much made my withdrawals worse in every aspect,",0
2usdaq,1,"Since my arrest, I have been very serious about my recovery.",0
3p630r,0,,0
42jqib,1,"I came to with 3 of my friends circled around me, pushing in another shot. This one was a speed shot to try and bring me back. It did work, but I was still hardly conscious.",0
5tk2th,1,I've been in and out of recovery since '09 and this is the longest I've managed to stay clean.,0
5y34e5,1,"I've been sticking it out, and great things are happening in my life right now.",0
4wghw3,0,,0
4wn4lx,0,,0
4x22ko,0,,0
4x2cmy,0,,0
