post_id,predicted_tense,true_tense,verbatim_example,exact_match
8e12qh,0,0,,True
8ju7q8,0,0,,True
8lkudz,0,0,,True
8o62i0,0,0,None,False
8pfne2,0,0,,True
8pm7yp,0,0,,True
8wmy45,0,0,,True
58dd82,1,0,But a month has passed and curiosity is back. My friend has one last bag and he's willing to split half with me for one last night before he quits (so he says).,True
5qxv7q,0,0,,True
5r9qbq,1,0,God damn and this morning I went and smoked a cigarette and I was delighted to know that feeling came back AGAIN.,True
5t56zt,0,0,,True
5zg351,1,0,Looking to shoot up for the first time this week,True
67whz4,0,0,,True
6rly0p,0,0,,True
6u3x5c,1,0,I'm high on heroin right now.,False
6u5lb7,1,0,I snifee 5 bags,True
6u9715,0,1,,True
6ualhi,0,0,,True
682d3b,0,0,None,False
6eijd4,0,0,None,False
6fg1j6,0,0,,True
6trb3k,0,0,None,False
7bmrck,0,0,None,False
7ru9l7,0,0,None,False
8lklgw,0,0,None,False
962cbt,0,0,None,False
6ecox4,1,0,It is very tempting to go back.,True
6ejlt5,0,0,,True
6errz8,0,0,,True
6exs63,1,0,I no i need to pick myself up as soon as i can.,True
6eyew8,1,0,No doubt this is how ill go.... Be off Heroin for awhile think im doing great and fine the ill likely be back on my fucking face and using.,True
6fcck9,1,1,I will be starting on day 1 tomorrow.,True
6g781q,1,0,"It feels like more days should have gone by cause it seems to be so damn slow. Im sick of feeling like crap, throwing up, being depressed and i wish it would hurry up and go away.",True
6golmf,0,0,,True
6gou8x,0,0,None,False
6iaj3m,0,0,,True
6ihpnl,0,0,None,False
6jbkfz,0,0,,True
6jfyax,0,0,,True
6m41ju,0,0,,True
6n19x9,0,0,,True
6pbh75,0,0,None,False
6tx04u,0,0,None,False
6wx3ln,0,0,None,False
6zbm1j,0,0,,True
71ehhl,1,0,Some friends r in hospital one is having a triple bypass and another has had her life threatened but wont go to the cops. So im very much trying to not go fuck it all and go back to heroin.,True
77yau9,1,0,Going to end my post here cant really think the best. Been awhile since my last post.,True
7exdor,1,0,When i try to eat or drink liquids all i do is puke them back up.,True
7gjwh1,1,0,withdrawal symptoms,False
7hl33q,0,0,,True
822896,0,0,,True
8vel4c,1,0,I will hopefully be able to have a place to stay when i get discharged.,True
9wveea,0,0,None,False
1ym4ee,1,0,"I'll also add that in 5 days clean right now, but on my 3rd attempt (longest was 17 days) since Jan., so physically feeling pretty alright.",True
1yops0,1,0,"Tomorrow, I'm making it a point to drink AT LEAST 1 glass of water every other hour, and see how I feel.",True
212fta,0,0,,True
23nup6,0,0,None,False
2fl0x9,0,0,,True
2g6agl,0,0,None,False
2h5exs,0,0,None,False
2hlh1z,0,0,None,False
2irzez,0,0,None,False
2jea88,0,0,,True
2jv8il,0,0,,True
2jytmb,0,0,None,False
2ked9w,0,0,None,False
2lnrmz,0,0,None,False
1pbnkc,0,0,,True
1pha2r,0,0,None,False
1pnpvq,0,0,None,False
1tzncq,0,0,None,False
7gq0yc,0,0,,True
5lob90,0,0,,True
5tqmox,0,0,,True
600t7j,0,0,None,False
60s37k,0,0,None,False
61o3re,0,0,,True
64ndta,0,0,None,False
64q2i1,0,0,,True
67d3f9,0,0,None,False
67guh7,0,0,,True
6bdi2u,0,0,,True
6gicm6,0,0,,True
4whcxi,0,0,None,False
4wmevz,0,0,,True
4yj9xi,0,0,,True
4yyk78,0,0,,True
4z0ik4,0,0,,True
507vuc,0,0,,True
50t068,0,0,,True
511dtc,0,0,,True
51afdr,0,0,,True
51av7r,0,0,,True
51i5g8,1,0,one day I know that I'll have to,True
55fkee,0,0,None,False
709dzb,0,0,,True
70i6vv,0,0,,True
70p8a0,0,0,None,False
717jp7,0,0,,True
73dkzj,0,0,None,False
75me0h,0,0,,True
75v3o8,0,0,,True
76s9o0,0,0,,True
7x8stk,0,0,,True
84a91v,0,0,None,False
3gk4rv,0,0,,True
56784z,0,0,,True
586zw6,0,0,None,False
4u51gl,0,0,,True
4ubmn6,0,0,,True
4vo6wf,0,0,,True
561s45,0,0,,True
56u4hy,0,0,,True
5kmnc9,1,1,I've decided to quit opiates starting tomorrow after eight months of use...,False
5lclr7,1,0,For all of you who've decided to as of tomorrow,True
5liang,1,1,I only hope that come tomorrow I'll be able to continue with my plan for sobriety in the new year.,True
5s9xqw,1,1,"I won't have access to any more for at least a week. I'm forcing myself to detox from a pretty large opiate habit,",True
65cv05,0,0,,True
66uruk,0,0,,True
67qd20,0,0,,True
684n6j,0,0,,True
68nqa7,1,0,I'm almost positive that it'll fuck up my ass and burn like hell.,True
69xqnx,1,0,"I'm getting some G74s, will be the first opana ive had since August",True
6b9sv9,1,0,I'll get less preachy advice... I need that rush.,False
6b9xty,1,0,I need dope. I'd rather have artificial happiness than genuine depression.,False
6ch1pr,1,0,I have 2.5 more blues and they'll probably be gone by midnight.,True
6f1fyi,1,0,I still wasn't clean and my family has dropped the issue and still thinks I'm using it can't prove it.,False
6iadgq,0,0,,True
6iafug,0,0,,True
71bh1s,0,0,,True
7a369f,0,0,,True
7a37vk,0,0,,True
7bh2h1,0,0,,True
7d4os4,1,0,I want to quit both cold turkey.,True
7rtg8w,1,0,"Tomorrow would have been 4 months off of heroin,",True
7ry0e9,1,0,"I used yesterday for the first time in 119 days, and again this morning.",True
7t7r8p,0,0,,True
8esvcs,1,0,"This isn’t a goodbye letter, quite the opposite. You’re gone now but you know I’ll be back.",True
6pti31,0,0,None,False
6rq4jr,0,0,None,False
6s4f3m,0,0,,True
6s4g3u,0,0,None,False
6s9hcr,0,0,None,False
6sfhn8,0,0,None,False
6t76hx,0,0,None,False
6t7aid,0,0,None,False
6t7dy4,0,0,None,False
6te5tz,0,0,None,False
6te81p,0,0,None,False
6tkb44,0,0,None,False
7aan22,0,0,None,False
7d3drl,0,0,None,False
7h5zeb,0,0,None,False
81trra,0,0,,True
82kro2,0,0,None,False
864n60,0,0,,True
866m4p,0,0,,True
86gisl,0,0,,True
86wml6,0,0,None,False
8adleu,0,0,,True
8hk9f1,0,0,,True
8tn4nf,0,0,None,False
8u4r94,0,0,,True
96dht9,0,0,,True
973ctk,0,0,,True
98i3nc,0,0,,True
9a8qun,0,0,None,False
813uhb,1,0,"I plan to reduce 4 mg each dose til day 5 where I half it til I'm at zero going in to the weekend, just in case I get any delayed withdrawal symptoms.",True
81bdva,1,0,I'm planning on possibly taking 2mg of Lope tonight to help me sleep...,False
81nzm1,1,0,"I've been meaning to quit for a while, but couldn't take time off work to get clean.",True
82lbna,1,0,Tomorrow marks 1 week since my last 2lb dose of PST.,True
83eb0b,0,0,,True
84cko6,1,0,"Insomnia is starting to fade, restlessness no where near as bad, and the bit of mania I had last week seemed to have passed.",True
85p8rf,1,0,"I have the worst headache of my life achey and chilly, when I'm not feeling on fire.",True
8bd9d1,0,0,,True
8w46n9,0,0,None,False
958rvq,0,0,,True
au0blm,0,0,,True
2ygt26,0,0,,True
2yr9h0,1,0,"I'm also ice cold, is that a withdrawal thing? Cloudy head and jumpy jittery chicken sizzle muscles,",False
2ytend,0,0,None,False
2yv6rl,0,0,,True
2z48lr,1,0,"It's the kind of day I used to deal with by taking a handful of pills,",True
2zay7h,1,0,And I promise myself that after the hell of withdrawal I will never go down that road again.,True
2zh8zg,0,0,,True
2znfx6,0,0,,True
2zyvaz,1,0,I plan to be one super-sober traveller,True
30g3oc,1,0,soon I will be off this bus (my fucking back!) And in a hot bath.,True
30nqve,0,0,,True
319i06,0,0,,True
31nhy0,0,0,None,False
31u79l,0,0,,True
322nga,1,0,"I want to know why my old dead phone is ringing now! By the time the conversation was over I wanted to be drunk or high, god I was frustrated.",True
32y8tc,0,0,None,False
34h01x,0,0,None,False
36d0kl,0,0,None,False
38qu2a,0,0,None,False
300yu5,0,0,None,False
3qjtg2,0,0,,True
3qqd04,0,0,None,False
3rf7l6,0,0,None,False
59w2as,0,0,,True
5hqafy,0,0,None,False
79cnsc,0,0,,True
9sdokj,0,0,None,False
7aua4u,0,0,None,False
9p4b20,1,0,Does anyone know of any programs that can help me? I don't know what I am going to do now.,False
9rnwdl,1,0,This shit takes the withdrawals away but it is almost not even worth it.,True
9uia52,1,0,Knowing as soon as I get some money I am going to be tempted to pick up again.,True
9ulwjb,0,0,,True
33006o,0,0,,True
37aze9,0,0,,True
38m7en,0,0,None,False
39zap1,0,0,,True
3e3bbi,1,0,I'm going to NA/AA meetings on days I don't have the outpatient group therapy.,True
3up5g3,0,0,None,False
4l2ag5,0,0,,True
4tpjx0,0,0,,True
51cous,0,0,None,False
5d90vf,0,0,,True
6ozbun,0,0,,True
6rafnn,0,0,,True
7g1vqd,0,1,,True
7g5du4,0,0,,True
7gyelj,1,0,am planning on going back to chipping once my tolerance is low enough,True
7jw8g6,0,0,None,False
7rgp0u,1,0,Since going cold turkey a bit more than a week ago I’ve hardly had any cravings for the stuff.,True
7t30ft,0,0,,True
7tzxdn,0,0,,True
8y0e1z,0,0,,True
949sge,0,1,,True
96lipy,1,0,I've recently quit heroin,False
9xg6r4,0,0,None,False
9xi2xi,0,0,,True
aavq25,0,0,None,False
afpnp5,0,0,None,False
afx8yx,0,0,None,False
al79i4,0,0,,True
alh546,0,0,None,False
6s0j7i,1,0,Will this set me back in my recovery.,True
6s4xxo,0,0,,True
6s7xs8,0,0,,True
6sar1g,1,0,when you feel you need to get out at moments of clarity and joy let it happen to let the Trick know what they have been missing... Because you are gonna need your space your chance to avoid that temptation and find the bigger person in you.,False
6sd792,0,0,,True
6sljr4,0,0,,True
6svd9w,1,0,"Now I have ran out of road and am now in the midst of finding a new path, one without all the obstacles.",True
6t3kmz,1,0,I will keep it short.,True
6tftx6,1,0,I know I need to active but I just don't have the energy to get started and when I do I fatigue so quickly.,True
6txtfr,0,0,,True
6ulw5h,0,0,,True
72a4kn,0,0,,True
56618n,1,1,"I have given myself off the rest of this week and next week for work, I'm going to hunker down and get the absolute shit beat out of me with these withdrawals.",True
6u5ay9,0,0,,True
8fyak2,1,0,Two weeks ago I gave a short 7 sub taper a try. ... I am now 7 days clean from the subs.,False
95rt7a,0,0,,True
9lvjm6,0,0,None,False
1lnlpj,1,0,"I ran out of my meds soon after I got out and am continuing to heal up, find a job and change my life around. It's been 4 days since I did any opiates and hope I can continue to stay sober.",True
1tf3eu,0,0,I never get withdrawals; I use to but got past the worst of my addiction,True
21twgm,0,0,,True
2270sz,0,0,,True
2e3dti,1,0,Starting all over now. Day 3. My withdrawals are never really that bad besides the sleep problem but I just take two extremely high doses of loperamide each 48 hours apart and before I know it i'm clear of the withdrawals,True
2o2x9k,1,0,I will go to outpatient and meetings as much as I can.,False
2p3z7g,1,0,"I have meditated on and off, usually when I had a steady supply of heroin. Was doing a bundle a day but now im 24 days clean",True
2qazkg,0,0,None,False
2qyi32,0,0,None,False
32g10n,0,0,None,False
3igjpx,0,0,None,False
3qpa18,0,0,,True
3t0tvc,0,0,None,False
6goqfz,0,0,,True
7ja12y,1,0,I am totally out of veins all the way from my hands to my sholders.,True
7k5hvx,1,1,I am so scared of withdrawls,True
7km083,0,0,None,False
7lowxe,1,0,"I feel like I did five hours ago, like the withdrawls is about to start, but they never do.",True
7p6600,1,0,"I am 13 hours into this hell, so that is a good start... how I’m gonna be able to do this.",False
7svg3u,1,0,I start my withdrawle today.,False
7tj2l7,1,0,considering 1/2a bag,True
7triel,1,0,I might not even be breathing anymore if it was not for you amazing fucks. ... I’m going back to buy 10 more because those four bags put us back a hell of a lot and we are not ready to start all over.,False
7u95fx,1,0,I am returning to work. I know this is all my fault.,True
8glscb,0,0,,True
8gtkgq,1,0,I am at day 3 of W (withdrawal) but it feels like day 1.,False
96xltz,0,0,None,False
97ozql,0,0,None,False
9dyqcs,0,0,,True
9pvhtb,0,0,None,False
9v6zja,1,0,The problem tho is that I have had mild withdrawals after that.,True
c94690,1,0,I am currently on my third day of detox.,True
c9vpjg,1,0,I had to start the wd all over but it is like 1/3 painfull so I am actually enjoying myself.,True
cggvwi,1,0,Being clean is hard but if I keep it up mabye some day I won’t have to keep fighting the urge to use or to kill myself.,True
2po33a,0,0,,True
2tln7x,0,0,,True
37oykz,0,0,,True
3d87cf,0,0,,True
3lh2yv,0,0,,True
3li7sr,0,0,,True
3lnjiv,0,0,,True
3o1ofl,0,0,,True
3omxe0,0,0,None,False
31jxvi,0,0,,True
39mu1q,0,0,,True
3d63dz,0,0,,True
3djk9q,0,0,,True
3erc0l,0,0,,True
3irkvv,0,0,,True
3k3ymy,0,0,None,False
3xgj38,0,0,,True
459p1q,0,0,,True
6nvhdx,1,1,I know that I will withdraw and have to go to work.,True
6w6ajl,1,0,"I actually caved Friday morning and went to my guy and ended getting beat, the bags were 95% percent cut, I was just as sick after snorting it as I was before the fact.",True
6w6ct6,1,0,"I actually caved Friday morning and went to my guy and ended getting beat, the bags were 95% percent cut, I was just as sick after snorting it as I was before the fact.",True
75qae3,1,0,in the next 12 hours or so I will oficially have a week clean,True
75r713,0,0,,True
75z5f4,1,0,Just hit day 8 of quitting so I have been officially clean for a week now.,True
76n8qh,0,0,,True
76susr,0,0,,True
7bwab7,1,0,Any idea on what to expect for withdrawal from only a 2 week run? Will it be just as bad when I came off my 5 month run?,True
7d78f1,1,0,going through WD,True
7imefg,1,0,On Monday I’ll be 3 days into WD,True
7kf1zl,1,0,did I just put myself back at day one again of withdraws?,True
7l47az,1,0,Never want to go through Heroin withdraws ever again.,True
7lo8k1,1,0,I still can’t sleep to save my life. It’s starting to become a quality of life issue at this point.,True
7lo9eb,1,0,I still can’t sleep to save my life. It’s starting to become a quality of life issue at this point.,True
7mvmnk,1,1,will this one night cause bad physical withdrawals again after being two weeks clean,True
7npcnm,0,1,,True
7szari,1,1,I'm going to try to quit again at home yet AGAIN but if it fails I'm going to try to get into rehab yet AGAIN.,False
8461tt,1,0,I'm 24 hours in right now and feel quite terrible.,False
86dnqg,0,0,,True
88suop,0,0,,True
8ch13k,0,0,,True
8e96en,0,0,,True
8rw114,0,0,None,False
8rw3kr,0,0,None,False
9a289p,0,0,,True
9oq7uc,0,0,None,False
4su46z,1,1,"I was considering going cold turkey, yesterday I went to a methadone clinic and got prescribed 15 mg and I took it, today I woke up around the same time and woke up sweaty with chills and hot flashes",True
4weq7w,1,1,what started as a good high became maintenance we lost everything due to missing work due to withdrawals and kept coming back to it,False
4wz1zk,0,1,,True
4x0qdw,0,0,,True
4xhg43,0,0,,True
3vgc3p,0,0,None,False
5b0wy1,0,0,,True
5hievf,0,0,,True
5k1o0g,0,0,,True
5k1oee,0,0,None,False
5ogbx0,0,0,,True
5tkele,0,0,,True
6pevu3,0,0,,True
6so434,0,0,,True
6yx7cl,0,0,None,False
7g4wqe,0,0,,True
7utwml,0,0,,True
7wgn6u,0,0,None,False
7zoddk,0,0,,True
8ty54o,0,0,,True
9eheaz,0,0,,True
64ib16,0,0,,True
65amiz,0,0,None,False
6bungt,0,0,,True
6bv001,0,0,,True
6d0m6u,0,0,,True
6eni2i,0,0,None,False
6f6hm3,0,0,,True
6gquvp,0,0,,True
6jsh71,1,0,I'm on the verge of running. Heart beating like a NASCAR race.,True
6s32sv,0,0,,True
6vx1z8,0,0,None,False
75usyl,0,0,,True
9r7jvb,0,0,,True
9rgnuu,0,0,,True
akkd6f,0,0,,True
21qjm8,1,0,I've been on opiates on and off since 2004 for recreational use and no more than 5 or 6 days off since October 2011.,True
2chamm,1,0,"I'm 24 hours into withdraw and it's tough. I have to say I don't feel as bad, physically, as I did when coming off oxy.",True
2dgb15,0,0,,True
2dqm1m,0,0,,True
2dtp5p,0,0,,True
2ekc5q,0,1,,True
2eu61b,1,0,"I haven't been sick in years, at least I haven't felt sick, other than withdrawals, in years.",True
2f6l3u,0,0,,True
2fqh63,0,0,,True
2fyi7y,0,0,,True
2g8wqx,1,0,"I know I can stay sober one more day, and it's my hope you all will too!",True
2h236d,0,0,None,False
2hcdfs,0,0,None,False
2i7zgb,0,0,,True
2ivdyt,0,0,None,False
2lr7de,0,0,None,False
2n5vj8,0,0,,True
2nkbfq,0,0,,True
3gcc7r,0,1,,True
2hoo9h,0,0,None,False
2icg4d,0,1,,True
2j8zso,0,0,None,False
2jlf7o,0,0,,True
2johmn,0,1,,True
2ljykd,0,0,,True
8jsh11,1,0,I get sick every couple hours when I sober up so I have been drinking constantly.,True
8kow2v,0,0,,True
912r36,0,0,,True
930pja,0,0,,True
18hogu,0,0,None,False
1g3x3z,0,0,None,False
1m04ox,0,0,None,False
24oizv,0,0,None,False
2eo8fu,1,0,"While I am currently keeping withdrawals at bay with 10 - 20mg a day of OC (I was pretty steady at 50 - 100mg a day, every day),",True
2qegjj,1,0,I am trying to be strong and endure moving from chewing a 50mcg fentynal patch every day to oxycontin (20mg).,True
2qraq3,0,0,,True
2uted8,0,0,None,False
2zlapn,1,0,tomorrow will be the worst if my package doesn't arrive,True
2ztmsi,1,0,I am starting to feel human again. Praise satan!!!,True
354b3f,0,0,,True
356qxg,0,0,,True
374yoy,0,0,,True
3b662j,1,0,"After 90 hours since my last oxycodone dose, I can officially say that I am withdrawal free (with minor exception) .",True
5cfk3y,1,0,I'm on day 14 now. Every day is a little but better but also a little bit harder. I've had to call on my clean friends and therapist every single day for the past week. Hanging on for dear life here.,True
5do5w4,1,0,NOW NOW NOW.,True
5e021n,1,0,I smoked a roach I had in my ash tray on Friday night and felt immense relief from the nasty cravings I was/am getting for my DOC.,False
5lmr46,1,0,Unable to keep any food or even water down.,True
5m7uxx,1,0,"Even now, on day 6 and just barely through the worst of the physical symptoms, my desire to use is still there.",True
5m8cbd,0,0,,True
5vz0c8,1,0,Back here at day 2 yet again.,True
5wa2x6,1,0,I'm thankful for rehab being on the table.,False
5wbuio,1,0,That desperate twilight right before you're about to get sick .,True
5wvc6g,0,0,,True
626yao,0,1,,True
65cetl,1,0,"I'm nowhere near out of the woods, but for now, I'm not constantly obsessing about getting high.",True
69elm6,0,0,,True
6w32fm,0,0,None,False
5eyu2c,0,0,None,False
5fakxa,0,0,None,False
5gec3u,0,0,None,False
5k5ef8,0,0,None,False
6h5m7b,0,0,None,False
4g4vh6,1,0,Those kicks were so easy. I wish I could go back. Now I turn into a crazy ass fiend bitch when I'm kicking.,True
4i9974,0,0,,True
4ml4hi,0,0,,True
4op8in,0,0,None,False
4z2mam,0,0,,True
557aht,0,0,,True
5899fw,1,0,I'll be hit in the face with all the problems I've been numbing away all these years.,True
7v4a5x,0,0,None,False
8e2q2w,0,0,None,False
8foj96,0,0,None,False
3l9j7c,1,0,I'm withdrawing and will be up aaall night.,True
3le8du,1,0,"The intense bond passes between them and its almost visible as Robert gives up and quiets his yelling, sagging into Art's body as he pulls him.",False
3lelam,1,0,"The intense bond passes between them and its almost visible as Robert gives up and quiets his yelling, sagging into Art's body as he pulls him.",False
3mo5w2,0,0,None,False
3n2ovm,0,0,None,False
3ntap0,1,0,Unfortunately I'm dry tonight,True
3plm0v,0,0,,True
5m1kxs,1,0,"I'm almost 24 hours in and miserable. I took lope which didn't work, dosed 2 mg bupe about an hour ago and 2 more mg about ten minutes ago. Hoping for some relief soon.",True
5mois4,1,0,Headed into day 4 now of withdrawal from bth.,True
5mt9d3,1,0,I'm almost to the other side of this and can't wait for freedom! Onto day 5!,True
5mybow,0,0,None,False
5nrffi,1,0,"Today is day 10, I slept 6 hours STRAIGHT last night, and woke up without the deep bone chills.",True
70e73c,0,0,None,False
71fs3w,0,0,None,False
73aox3,0,0,None,False
82lvqg,0,0,None,False
8y5xe0,0,0,None,False
913j09,0,0,None,True
1d1z30,0,0,,True
1fi63n,1,0,"So, my next plan is to go and surprise her by flying over there with some so her and I could have one good night of nodz together.",False
1mdn4w,0,0,None,False
3ec0k1,0,0,,True
47821b,0,0,,True
2usdaq,0,0,,True
3p630r,0,0,None,False
42jqib,0,0,,True
5tk2th,0,0,None,False
5y34e5,0,0,,True
4wghw3,0,0,None,False
4wn4lx,0,0,,True
4x22ko,0,0,,True
4x2cmy,1,1,we plan to withdraw from a half gram a day habit of heroin over the weekend.,False
4x5tju,0,0,,True
4xfdei,1,0,today i begin my planned withdrawals.. .,True
4xolj8,1,0,does anyone with experience on heroin withdrawal know how much longer my body will feel like hell?,True
