post_id,predicted_tense,verbatim_example,true_tense
8pm7yp,ERROR,ERROR,0
8wmy45,ERROR,ERROR,0
58dd82,0,,0
5qxv7q,0,,0
5r9qbq,ERROR,ERROR,0
5t56zt,ERROR,ERROR,0
5zg351,ERROR,ERROR,0
67whz4,ERROR,ERROR,0
6rly0p,0,,0
6u3x5c,ERROR,ERROR,0
6u5lb7,ERROR,ERROR,0
6u9715,1,I got high and nodded off.. I ended up throwing up over 5 times in one night.,0
6ualhi,ERROR,ERROR,0
682d3b,0,,0
6eijd4,0,,0
6fg1j6,0,,0
6trb3k,1,"When I got clean, I didn't think my last shot of heroin would be the last one for the rest of my life.",0
7bmrck,1,I’m also currently in sober living due to my conditions of release/deferred disposition and will have just over 2 years clean when I can leave here.,0
7ru9l7,1,The 17th was the last time I had a shot of heroin.,0
8lklgw,1,Almost sober 2 years.,0
962cbt,0,,0
6ecox4,1,I have used Heroin for a total of 14 yrs.,0
6ejlt5,1,Day 16 without heroin.,0
6errz8,1,Today is day 17 without heroin.,0
6exs63,0,,0
6eyew8,ERROR,ERROR,0
6fcck9,0,,0
6g781q,1,It feels like more days should have gone by cause it seems to be so damn slow.,0
6golmf,1,Im 1 week heroin free,0
6gou8x,0,,0
6iaj3m,1,Today i am 15 days off heroin.,0
6ihpnl,0,,0
6jbkfz,1,Today i am at day 20 heroin and alcohol free.,0
6jfyax,1,Today is the start of day 21.,0
6m41ju,1,Today is 34 days without heroin and alcohol.,0
6n19x9,1,Im day 39 heroin and alcohol free.,0
6pbh75,1,Today i am on day 50 heroin and alcohol free.,0
6tx04u,0,,0
6wx3ln,1,Im day 86 heroin free.,0
6zbm1j,0,,0
71ehhl,1,I have been out using for awhile since my last relapse.,0
77yau9,0,,0
7exdor,1,Im on day two without heroin.,0
7gjwh1,1,I am day 10 off heroin and alcohol been in hospital (was brought in there the other day) for dehydration and withdrawals.,0
7hl33q,1,I am on day 15 off heroin.,0
822896,1,I am 27 off Heroin,0
8vel4c,1,I am day 8 off heroin.,0
9wveea,1,I have been in rehab for the passed 3 months.,0
1ym4ee,1,"I'll also add that in 5 days clean right now, but on my 3rd attempt (longest was 17 days) since Jan., so physically feeling pretty alright.",1
1yops0,1,I've spent my first 6 days reading about how to not feel terrible.,0
212fta,1,"I've been sleeping really well, but randomly tonight I have so many thoughts (good ones) running through my head that I find myself awake.",0
23nup6,0,,0
2fl0x9,1,I used every day for about a month. I was stealing and pawning my mom's jewelry to get money for dope.,1
2g6agl,0,,0
2h5exs,1,"With only 60 days clean myself, I think I'm a little jealous that other opiate addicts are still using mind altering chemicals.",0
2hlh1z,1,"I go to 8 meetings a week, and have 62 days.",0
2irzez,1,I know it will happen soon enough.,0
2jea88,1,I got this cause to me it's about staying self aware and in the moment which is a huge part of recovery and growing as a person.,0
2jv8il,1,I've been talking to this REALLY REALLY hot 18 year old girl at meetings lately and I'm pretty sure she's feeling me. Everything in me is feeling her back except for... MY FUCKING RECOVERY.,0
2jytmb,0,,0
2ked9w,0,,0
2lnrmz,1,100+ days later and I've been to at least one meeting pretty much every day.,0
1pbnkc,1,I have four months clean today.,1
1pha2r,1,I still feel like I'm missing something. I guess I am still addicted to chaos.,0
1pnpvq,1,I just wanted to tell you guys that this is my first sober Halloween in 5 years!,0
1tzncq,1,"A little over six months ago, I remember getting strung out in a public bathroom on the boardwalk in Huntington Beach, California.",0
7gq0yc,1,"Before my relapse 1 and 1/2 years ago, I had almost three years clean",0
5lob90,ERROR,ERROR,0
5tqmox,ERROR,ERROR,0
600t7j,ERROR,ERROR,0
60s37k,ERROR,ERROR,0
61o3re,ERROR,ERROR,0
64ndta,ERROR,ERROR,0
64q2i1,ERROR,ERROR,0
67d3f9,ERROR,ERROR,0
67guh7,ERROR,ERROR,0
6bdi2u,ERROR,ERROR,0
6gicm6,ERROR,ERROR,0
4whcxi,ERROR,ERROR,0
4wmevz,ERROR,ERROR,0
4yj9xi,ERROR,ERROR,0
4yyk78,ERROR,ERROR,0
4z0ik4,0,,0
507vuc,ERROR,ERROR,0
50t068,ERROR,ERROR,0
511dtc,ERROR,ERROR,0
51afdr,0,,0
51av7r,0,,0
51i5g8,0,,0
55fkee,0,,0
709dzb,ERROR,ERROR,0
70i6vv,ERROR,ERROR,0
70p8a0,ERROR,ERROR,0
717jp7,0,,0
73dkzj,ERROR,ERROR,0
75me0h,ERROR,ERROR,0
75v3o8,ERROR,ERROR,0
76s9o0,0,,0
7x8stk,ERROR,ERROR,0
84a91v,ERROR,ERROR,0
3gk4rv,1,Have almost 15 days clean now and I notice recovery has been getting harder and harder for me the more i relapse.,1
56784z,1,I've been trying to get this recovery thing for a while now.,0
586zw6,0,,0
4u51gl,ERROR,ERROR,0
4ubmn6,0,,0
4vo6wf,0,,0
561s45,0,,0
56u4hy,0,,0
5kmnc9,0,,0
5lclr7,1,I'm currently finishing up my fifth day sober-ish (on xanax rn) and through the worst of the physical WDs.,0
5liang,1,"I was doing so well, was already through the worst of the WDs.",0
5s9xqw,1,"Prior to this I was doing a gram of heroin every two days, so the oxy was actually a step down from what I was doing.",0
65cv05,0,,0
66uruk,ERROR,ERROR,0
67qd20,ERROR,ERROR,0
684n6j,0,,0
68nqa7,0,,0
69xqnx,0,,0
6b9sv9,1,I'm about 3 weeks sober and im really considering buying some dope because I need that rush.,0
6b9xty,1,I'm three weeks clean and have found no happiness or clarity in sobriety.,0
6ch1pr,0,,0
6f1fyi,0,,0
6iadgq,ERROR,ERROR,0
6iafug,ERROR,ERROR,0
71bh1s,0,,0
7a369f,1,I haven’t posted at all in a while but I’ve been clean off of all drugs for 39 days.,0
7a37vk,1,I haven’t posted at all in a while but I’ve been clean off of all drugs for 39 days.,0
7bh2h1,1,45 days clean today,0
7d4os4,1,I feel that going through the withdrawals combined with not having any crutches will give me some enlightenment and allow me to completely focusing on recovery instead of worrying about my next nic fix.,0
7rtg8w,0,,0
7ry0e9,0,,0
7t7r8p,ERROR,ERROR,0
8esvcs,ERROR,ERROR,0
6pti31,1,"It's been nearly two years since I stopped injecting oxy, oxymorphone, hydromorphone, morphine, and anything else really.",0
6rq4jr,0,,0
6s4f3m,0,,0
6s4g3u,0,,0
6s9hcr,0,,0
6sfhn8,0,,0
6t76hx,0,,0
6t7aid,ERROR,ERROR,0
6t7dy4,0,,0
6te5tz,0,,0
6te81p,0,,0
6tkb44,0,,0
7aan22,1,As of October 12th I was officially two years sober,0
7d3drl,1,This is what I did before I sold my studio for opiates 3 years ago.,0
7h5zeb,0,,0
81trra,ERROR,ERROR,0
82kro2,ERROR,ERROR,0
864n60,ERROR,ERROR,0
866m4p,ERROR,ERROR,0
86gisl,ERROR,ERROR,0
86wml6,ERROR,ERROR,0
8adleu,ERROR,ERROR,0
8hk9f1,ERROR,ERROR,0
8tn4nf,ERROR,ERROR,0
8u4r94,1,So i've been doing opiates since like 2006 or 2007.,0
96dht9,ERROR,ERROR,0
973ctk,ERROR,ERROR,0
98i3nc,ERROR,ERROR,0
9a8qun,ERROR,ERROR,0
813uhb,1,I've been using multiple times a day for over a year. This will be the second time I'm really trying to get off of it. Not counting the time I successfully did it 3 years ago.,0
81bdva,1,"Last opiate use was 1.5 lbs PST Tuesday 5pm est,",0
81nzm1,1,"The previous posts document my lope usage, but as of right now last Lope I took was 2mg at ~4am this morning because I had HORRIBLE RLS.",0
82lbna,1,Tomorrow marks 1 week since my last 2lb dose of PST.,0
83eb0b,1,"One of the times I cleaned up in the past, of an oxycontin habit of 80-120 mg a day...",0
84cko6,1,I'm currently 15 days clean off PST,0
85p8rf,1,I've got about 3 weeks clean off a 2 year PST habit of about 2 lbs a day.,0
8bd9d1,1,5 weeks off a pretty heavy PST habit,0
8w46n9,1,"12 year off and on opiate user with ~3 years as longest clean time, coming of my longest everyday using time of 2+ years (starting 300g poppy seeds/day, going to 2.5lbs seeds/day)",0
958rvq,1,I've got about 6 months clean from an on/off whenever I could get it(percs>oxys>heroin>oxys>poppy seeds>heroin>oxy you get it) habit over last 12 years.,1
au0blm,1,"In the last year I have transformed my body through yoga and weight lifting. ... As I sit here now, all I can think is why. Why did I do any of this.",0
2ygt26,1,The pain is incredible.,0
2yr9h0,1,"I'm also ice cold, is that a withdrawal thing? ... But. It's almost day seven. I am sober.",0
2ytend,1,"I got dizzy and nauseous and angry, I felt attacked (which is nuts).",0
2yv6rl,1,"Hold on guys, we can kick this shit! (refers to past opioid use)",0
2z48lr,1,"It's the kind of day I used to deal with by taking a handful of pills,",0
2zay7h,1,"When I kicked opiates I also kicked caffeine, and I haven't had a drink in a long time. And I promise myself that after the hell of withdrawal I will never go down that road again.",0
2zh8zg,1,"I'm so weak, it's been years.",0
2znfx6,1,I have been clean for two weeks now. No opiates.,0
2zyvaz,1,Seventeen days sober,0
30g3oc,1,I hurt but I'm sober.,0
30nqve,1,Three weeks ago I was in hell. My body went through an absolute horror show of pain.,0
319i06,0,,0
31nhy0,0,,0
31u79l,1,I went through hell getting clean.,0
322nga,1,I am five weeks sober.,0
32y8tc,1,"Six weeks clean, feels like kind of a big deal! .",0
34h01x,1,"I remember how shit it was most of the time, how sick I got, how needy I became.",0
36d0kl,1,I have been clean for ten weeks and three days -- I genuinely lost track.,0
38qu2a,1,"Still clean as a whistle. I went to the pharmacy today and they had just gotten a shipment of painkillers... interesting test, talking to someone about my script while a large quantity of opiates was six inches from me.",0
300yu5,0,,0
3qjtg2,1,"Last year I checked myself into rehab for the 2nd time, almost a year exact from the first time I went to rehab.",0
3qqd04,0,,0
3rf7l6,0,,0
59w2as,1,I have two years sober today... I used to tell myself that I have done the damage to my brain and I can never truly be happy.,0
5hqafy,0,,0
79cnsc,1,I was addicted to heroin again after my first stint in rehab got me almost 6 months of sobriety.,0
9sdokj,1,Yesterday was my 4 years sober.,0
7aua4u,1,I am 8 months sober from a heavy heroin habit.,0
9p4b20,1,I relapsed the past few weeks,0
9rnwdl,1,This shit takes the withdrawals away but it is almost not even worth it.,0
9uia52,0,,0
9ulwjb,ERROR,ERROR,0
33006o,0,,0
37aze9,0,,0
38m7en,ERROR,ERROR,0
39zap1,ERROR,ERROR,0
3e3bbi,1,I haven't used since the day but the cravings have been there 24/7.,0
3up5g3,1,I haven't touched an opiate in almost 5 months.,0
4l2ag5,0,,0
4tpjx0,ERROR,ERROR,0
51cous,ERROR,ERROR,0
5d90vf,1,I've never used in around 3 weeks and it only appeared around the time the h would have been leaving my system,0
6ozbun,0,,0
6rafnn,ERROR,ERROR,0
7g1vqd,0,,0
7g5du4,ERROR,ERROR,0
7gyelj,0,,0
7jw8g6,ERROR,ERROR,0
7rgp0u,1,Since going cold turkey a bit more than a week ago I’ve hardly had any cravings for the stuff.,0
7t30ft,1,My friend od’d on methadone last summer,0
7tzxdn,1,I kicked my h habit about 3 weeks ago,0
8y0e1z,0,,0
949sge,ERROR,ERROR,0
96lipy,0,,0
9xg6r4,1,Pretty insecure about it cause I only really make joke music. Being serious scares the christ outta me... (referring to past use),0
9xi2xi,1,it's about my mindset when I was using,0
aavq25,ERROR,ERROR,0
afpnp5,ERROR,ERROR,0
afx8yx,ERROR,ERROR,0
al79i4,1,Got a bit of dope lying around and i'm curious as to whether or not i'd get anything out of it.,0
alh546,0,,0
6s0j7i,1,Yesterday I did take a few tramadol in a moment of weakness.,0
6s4xxo,0,,0
6s7xs8,1,I was on my way to pick up.,0
6sar1g,1,when you feel you need to get out at moments of clarity and joy let it happen to let the Trick know what they have been missing.,0
6sd792,0,,0
6sljr4,0,,0
6svd9w,1,"I remember myself before using and I was fun, outgoing, worked my ass off and people enjoyed being around me.",1
6t3kmz,1,Still NO SLEEP!!!! But it's a better day.,0
6tftx6,1,I have a long way to go I know. But it does feel good to not have opiates pumping through me.,0
6txtfr,1,Day 13,0
6ulw5h,1,And her saying I gave her the greatest birthday gift by being sober.,0
72a4kn,1,Stay clean.,0
56618n,1,I kicked before for 7 days about a year ago and I regret ever getting back on.,0
6u5ay9,1,"Two years went by and I was making close to 1500$ a week living at home with my parents, paying close to no bills.....with a bank account running on E. Oxycontin was no longer my friend, but my lifeblood.",1
8fyak2,1,Tried to cold turkey approx 8mg sub last year went a month clean and I just couldn't bear it anymore.,0
95rt7a,1,I could never even imagine this far and would always envy people who had 100+ days clean.,0
9lvjm6,1,"Long story short, it's been about 4 months off opiates",0
1lnlpj,1,"I ran out of my meds soon after I got out and am continuing to heal up, find a job and change my life around. It's been 4 days since I did any opiates and hope I can continue to stay sober.",1
1tf3eu,ERROR,ERROR,0
21twgm,ERROR,ERROR,0
2270sz,1,"I figured it was time to stop. Lope definitely helped my withdrawals the first three days and then when I woke up on the 4th day, I felt completely fine.",1
2e3dti,1,I healed greatly and was actually sober for a while. Man did I enjoy that time and I look back on that as what I want for my life...,1
2o2x9k,1,I was stealing from the closest of friends; robbing my parents; and casing college book stores.,1
2p3z7g,1,"I have meditated on and off, usually when I had a steady supply of heroin. Was doing a bundle a day but now im 24 days clean...",1
2qazkg,1,"I don't know why but whenever I get yelled at or she is in tears, I can't help but smile. (referring to past behavior while using heroin)",0
2qyi32,1,I would not have been outside and saw that duck if the cosmos did not align in such a way for me to stay sober now for 6 weeks and 3 days.,0
32g10n,1,"I remember endless aching
Timeless nights spent sleepless, taking
anything to stop the shaking,
Anything i'd found",0
3igjpx,1,"I was thinking yesterday listening to this podcast about a life story from a former addict who actually turned their life around and now has a masters degree, a family, etc, and is doing great.",0
3qpa18,1,stick the needle in my arm,0
3t0tvc,1,Now sober,0
6goqfz,1,"I got out and started working out everyday. I got really into meditation and yoga. I just wanted to be someone different, a better version of myself.",1
7ja12y,ERROR,ERROR,0
7k5hvx,ERROR,ERROR,0
7km083,ERROR,ERROR,0
7lowxe,1,"I feel like I did five hours ago, like the withdrawls is about to start, but they never do.",0
7p6600,1,"I have been a heavy heroin user for a year now, and for the last four months I have tried to quit a handfull of times without making it past the first day.",0
7svg3u,1,"This withdrawal thing didn’t work so good in the past,",1
7tj2l7,1,"Edit: we used to split 12 or even 14 bags, so I’m thinking that 1/2a bag would not put me back to where we were",0
7triel,1,"I went to buy a bag, but my dude know we trying to stop putting money in his pocket so the mf gives me four bags for free, cool dude, right? No, cuz now I’m going back to buy 10 more because those four bags put us back a hell of a lot and we are not ready to start all over.",0
7u95fx,1,yesterday I went to his room and I did them all with my girl (it was her birthday) so she just had the last one this morning before going to work.,0
8glscb,1,after a few years of shootn dope every day,0
8gtkgq,1,"I survived day 1 (today) easy, I have no idea why I tried to do it myself 50 times when I should have come here right away.",0
96xltz,0,,0
97ozql,1,I even have feelings for someone (like a genuine friendship with someone that never done drugs) and that is sooo amazing makes me feel alive n stuff + proves that I can befriend normal people and not be judged by my past,0
9dyqcs,1,I have done one shot of heroin for 3 fridays now,0
9pvhtb,ERROR,ERROR,0
9v6zja,1,Five days ago I did two shots of heroin before I fell asleep.,1
c94690,1,I am currently on my third day of detox.,0
c9vpjg,1,"I made a post about taking a small shot in the middle of my wd, and I am soo glad I did cuz yea I had to start the wd all over but it is like 1/3 painfull so I am actually enjoying myself.",0
cggvwi,1,Being clean is hard but if I keep it up mabye some day I won’t have to keep fighting the urge to use or to kill myself.,0
2po33a,0,,0
2tln7x,ERROR,ERROR,0
37oykz,ERROR,ERROR,0
3d87cf,0,,0
3lh2yv,0,,0
3li7sr,ERROR,ERROR,0
3lnjiv,ERROR,ERROR,0
3o1ofl,0,,0
3omxe0,ERROR,ERROR,0
31jxvi,ERROR,ERROR,0
39mu1q,0,,0
3d63dz,0,,0
3djk9q,ERROR,ERROR,0
3erc0l,ERROR,ERROR,0
3irkvv,ERROR,ERROR,0
3k3ymy,ERROR,ERROR,0
3xgj38,ERROR,ERROR,0
459p1q,ERROR,ERROR,0
6nvhdx,0,,0
6w6ajl,1,"I actually caved Friday morning and went to my guy and ended getting beat, the bags were 95% percent cut, I was just as sick after snorting it as I was before the fact.",0
6w6ct6,1,"I actually caved Friday morning and went to my guy and ended getting beat, the bags were 95% percent cut, I was just as sick after snorting it as I was before the fact.",0
75qae3,1,"On day 7!!!!!, in the next 12 hours or so I will oficially have a week clean.",0
75r713,1,"This is not my first rodeo with recovery though, but my first time getting clean without rehab( just got kicked off my moms insurance).",0
75z5f4,1,Just hit day 8 of quitting so I have been officially clean for a week now.,0
76n8qh,1,"I'm finally over the physical withdraws, which is great.",0
76susr,1,I'm close to the end of day 12 of being sober,0
7bwab7,1,I just came off a 5 month run a month ago. Made it through withdraws and had 15 days completely sober.,0
7d78f1,1,going through WD,0
7imefg,1,I've must of tried atleast 15-20 times to quit since I relapsed,1
7kf1zl,1,I slipped up and snorted one stamp bag... did I just put myself back at day one again of withdraws?,0
7l47az,1,I did a three day sub taper which helped out but seemed to prolong the WD process.,0
7lo8k1,1,I’m closing in on about two weeks clean,0
7lo9eb,1,I’m closing in on about two weeks clean... Trying to finally get this sober thing right.,0
7mvmnk,0,,0
7npcnm,0,,0
7szari,0,,0
8461tt,1,My dealer always told me if I ever wanted to quit he would completely cut me off and I finally gave him the word and he completely cut me off lol.,1
86dnqg,1,I've been working a lot lately and I hate my job so this coming Monday I'm registering for school so I can go back in September.,0
88suop,0,,0
8ch13k,1,"Not fully recovered but once you started to feel a difference in your mood, energy, anxiety, cravings and all that good stuff.",0
8e96en,1,I'm clean now with 25 days sober,0
8rw114,ERROR,ERROR,0
8rw3kr,ERROR,ERROR,0
9a289p,1,I'm newly clean (got 10 days completely sober),0
9oq7uc,0,,0
4su46z,1,"I was considering going cold turkey, yesterday I went to a methadone clinic and got prescribed 15 mg and I took it",0
4weq7w,0,,0
4wz1zk,ERROR,ERROR,0
4x0qdw,1,"What started as a fun high and always curious if my significant other was overdosing became maintenance, we always thought about quitting we went through times where we went 3 to 4 days then relapsed, this time from April to august we ended up taking it every single day without 24 hours elapsed, finally as of Sunday I have not had heroin or any opiates,",0
4xhg43,ERROR,ERROR,0
